Algorithm,Seed,Episode,EpisodeHotelRevenue,EpisodeOTAProfit,EpisodeSystemProfit,EpisodeRevenue
PPO,1,88,4737984.0,211367.5056817331,4949351.505681733,4737984.0
PPO,1,89,4732432.0,211415.73442712327,4943847.734427123,4732432.0
PPO,1,90,4738976.0,212340.59515502138,4951316.595155021,4738976.0
PPO,1,91,4730064.0,212904.23457128694,4942968.234571287,4730064.0
PPO,1,92,4724656.0,211342.85935832214,4935998.859358322,4724656.0
PPO,1,93,4739424.0,210424.0792187972,4949848.079218797,4739424.0
PPO,1,94,4723776.0,210807.42903302808,4934583.429033028,4723776.0
PPO,1,95,4740512.0,210311.7833511301,4950823.78335113,4740512.0
PPO,1,96,4717264.0,210732.8620178254,4927996.862017825,4717264.0
PPO,1,97,4720912.0,210197.74592162867,4931109.745921629,4720912.0
PPO,1,98,4748448.0,210350.40637226196,4958798.406372262,4748448.0
PPO,1,99,4752400.0,209598.03782015204,4961998.037820152,4752400.0
PPO,1,100,4729488.0,213557.56277085718,4943045.5627708575,4729488.0
PPO,1,101,4756608.0,208517.65528463863,4965125.6552846385,4756608.0
PPO,1,102,4724368.0,209878.87802749348,4934246.878027493,4724368.0
PPO,1,103,4740960.0,211538.11738094044,4952498.11738094,4740960.0
PPO,1,104,4730208.0,210870.10252916996,4941078.10252917,4730208.0
PPO,1,105,4729296.0,212084.1827737209,4941380.1827737205,4729296.0
PPO,1,106,4744544.0,210313.57447350398,4954857.574473504,4744544.0
PPO,1,107,4731824.0,211354.2114391974,4943178.211439197,4731824.0
PPO,1,108,4745280.0,212482.4511851163,4957762.451185117,4745280.0
PPO,1,109,4734464.0,212100.7713173548,4946564.771317354,4734464.0
PPO,1,110,4726704.0,211357.54994898316,4938061.549948983,4726704.0
PPO,1,111,4722224.0,211628.56941984114,4933852.569419841,4722224.0
PPO,1,112,4741520.0,210523.2387860737,4952043.238786073,4741520.0
PPO,1,113,4733488.0,211444.25837006787,4944932.258370068,4733488.0
PPO,1,114,4746320.0,210339.38735021246,4956659.387350213,4746320.0
PPO,1,115,4727696.0,208820.92342564766,4936516.923425647,4727696.0
PPO,1,116,4729776.0,209080.62547571084,4938856.625475711,4729776.0
PPO,1,117,4728816.0,208848.60377690353,4937664.603776904,4728816.0
PPO,1,118,4743088.0,210687.29582403065,4953775.29582403,4743088.0
PPO,1,119,4741680.0,212676.1562481394,4954356.156248139,4741680.0
PPO,1,120,4751056.0,211466.3301902383,4962522.330190239,4751056.0
PPO,1,121,4730480.0,209497.34636550987,4939977.34636551,4730480.0
PPO,1,122,4739136.0,211250.93341347357,4950386.933413474,4739136.0
PPO,1,123,4755296.0,212707.7576438812,4968003.757643881,4755296.0
PPO,1,124,4723824.0,212467.1107030968,4936291.110703097,4723824.0
PPO,1,125,4708960.0,210066.37413780822,4919026.374137809,4708960.0
PPO,1,126,4719200.0,211946.069588329,4931146.069588329,4719200.0
PPO,1,127,4736064.0,209327.02574867517,4945391.025748675,4736064.0
PPO,1,128,4736992.0,211848.39405331705,4948840.394053317,4736992.0
PPO,1,129,4726816.0,210555.57351572454,4937371.573515724,4726816.0
PPO,1,130,4738176.0,212286.15738369452,4950462.157383694,4738176.0
PPO,1,131,4756640.0,211277.35540566695,4967917.355405667,4756640.0
PPO,1,132,4749728.0,211875.22361481786,4961603.2236148175,4749728.0
PPO,1,133,4714736.0,212191.24132896317,4926927.241328963,4714736.0
PPO,1,134,4752528.0,212229.98554633456,4964757.985546335,4752528.0
PPO,1,135,4748768.0,210608.50330985087,4959376.503309851,4748768.0
PPO,1,136,4738272.0,211216.45397704287,4949488.453977043,4738272.0
PPO,1,137,4744000.0,210975.7995056916,4954975.799505692,4744000.0
PPO,1,138,4740240.0,213254.4719314351,4953494.471931435,4740240.0
PPO,1,139,4733072.0,209505.1360875064,4942577.136087506,4733072.0
PPO,1,140,4737760.0,212037.21399793195,4949797.213997932,4737760.0
PPO,1,141,4733680.0,212622.3439571089,4946302.343957109,4733680.0
PPO,1,142,4738816.0,213151.45632312968,4951967.45632313,4738816.0
PPO,1,143,4735760.0,212776.08295346593,4948536.082953466,4735760.0
PPO,1,144,4728048.0,210566.99741178702,4938614.997411787,4728048.0
PPO,1,145,4740048.0,209263.97718228697,4949311.977182287,4740048.0
PPO,1,146,4740512.0,211391.85017938336,4951903.8501793835,4740512.0
PPO,1,147,4745696.0,212790.97739078346,4958486.977390784,4745696.0
PPO,1,148,4750176.0,212509.78534940872,4962685.785349409,4750176.0
PPO,1,149,4702176.0,210739.8922973391,4912915.892297339,4702176.0
PPO,1,150,4758560.0,211122.96949975126,4969682.969499751,4758560.0
