Compare,Welch_t_stat,Welch_p,MWU_stat,MWU_p,MeanDiff,MWU_p_holm
Multivariate CEM vs Independent CEM,3.924409756830977,0.004428969944381195,23.0,0.031746031746031744,29903.15081594605,0.031746031746031744
