Compare,Welch_t_stat,Welch_p,MWU_stat,MWU_p,MeanDiff,MWU_p_holm
Multivariate CEM vs Independent CEM,-1.7376833992043457,0.12211201443330105,4.0,0.09523809523809523,-17234.07043987792,0.09523809523809523
Multivariate CEM vs PPO,63.05981944227834,3.0153756054682364e-07,25.0,0.007936507936507936,488527.9785067942,0.023809523809523808
Multivariate CEM vs Q-learning,7.529126714912765,0.0015024386472514124,25.0,0.007936507936507936,510684.84625020716,0.023809523809523808
