episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,2459791.1855993513,117391.2287595055,9455,13330,98093.36515949875,10.374760989899391,0.44650992535698963
2,2455567.4183291025,118652.65821482262,9594,13470,97433.48899117183,10.155669063078157,0.29151609758654834
3,2494538.8484487613,121300.52489647058,9755,13961,95600.1629630562,9.800119217125186,0.047803121744526667
4,2494261.059380024,115548.53057806863,9310,14832,86907.0552116004,9.334807219291127,0.22085934605943064
5,2551961.035734031,106382.46457126162,8532,16071,81711.84737070734,9.577103536182296,0.33513534552346946
6,2566339.9498610036,103755.30405998942,8183,16586,75765.25109872945,9.258859965627453,0.5915389899240842
7,2558307.313271519,101621.59116925833,8148,16716,76819.12305524237,9.427972883559447,0.1871181202595322
8,2569783.848503943,104349.86549591715,8131,17137,71498.0871561808,8.793271080578133,0.6097442975179349
9,2557974.3149833656,102950.17771522973,8135,17145,70810.78413129384,8.704460249698075,0.29983719938026177
10,2565759.251789762,99556.81956921364,7732,17541,66075.68490674108,8.545743003975826,0.21377949792326187
11,2592810.2852658206,96332.73559720938,7429,17811,63839.65948060039,8.59330454712618,0.024635122092697748
12,2581927.196476958,96978.17792104761,7362,17760,61200.86288185767,8.313075642740786,0.5144460041807156
13,2601305.245129011,98890.70953014148,7480,18045,60089.947868941206,8.033415490500161,0.10753475282534675
14,2606504.8618290005,98208.27068659115,7347,18071,59532.21188133923,8.102927981671325,0.38643512527364765
15,2604571.033217224,93799.51883573347,7073,18522,56506.53124240398,7.989047256101228,0.43946804153215213
16,2617150.5006599887,96685.57574899944,7285,18428,58373.28748383382,8.0128054198811,0.5177829912845447
17,2595149.08370139,98603.5943432517,7431,18343,58138.6082787831,7.823793335861001,0.7043738475691319
18,2628830.982663587,94937.94138448013,6932,18960,52582.08318771537,7.585413039197254,0.39162310342488665
19,2621981.783130158,94777.37895788466,7055,18832,54075.027770925975,7.664780690421825,0.630724361671646
20,2630377.2981502563,96964.96736061641,7035,18983,51477.89222327356,7.317397615248551,0.5862706038197076
21,2633310.20310893,94803.7966468589,6913,19240,50600.364354285724,7.319595595875268,0.3167003148318629
22,2610879.6438671723,98506.80073028555,7194,18793,51647.23244865681,7.179209403483015,0.35884705201347517
23,2627513.024623718,95410.02030024042,6877,19141,48961.02568767326,7.119532599632581,0.18574627247145184
24,2644106.062277688,95404.03736248909,6773,19315,47021.74957831975,6.942529097640596,0.38536551178394535
25,2634566.115845406,97702.68830754737,6871,19071,46822.8537016057,6.814561737972013,0.3816534263043192
26,2640123.5496999873,96052.32566710124,6809,19225,46730.644116134885,6.86307007139593,0.5211557210160623
27,2622602.7970069977,96896.50515537502,6905,19219,46114.17803627633,6.678374806122568,0.5064022851448544
28,2606537.158334258,102163.1151950387,7142,18842,46488.5684781878,6.509180688628928,0.4737386672707644
29,2618700.1330951927,97216.2000655409,6703,19342,44198.88039700635,6.593895330002439,0.3569568234479664
30,2628423.444954039,96026.51909574418,6585,19549,41569.205163735205,6.3127114903166595,0.25068058020417816
31,2614195.5667761695,95254.70081251345,6438,19641,39732.29641548626,6.1715278682022765,0.6851760691507053
32,2626621.889139168,98268.20154408646,6721,19385,41854.31794752536,6.227394427544318,0.4778739842828097
33,2608731.419283605,101827.32678243831,6943,19137,42939.42323550616,6.184563335086585,0.39360239279128384
34,2618872.2658127435,99199.83622524288,6738,19310,41074.037157232335,6.095879661209905,0.46249645390866734
35,2618612.930972527,99754.50099055351,6826,19284,42872.6419095305,6.280785512676604,0.2892572704779345
36,2599576.2076108954,100567.34082698493,6878,19215,42835.96571240073,6.2279682629253745,0.3184308244879933
37,2608920.4686649465,102008.75373274133,6946,19234,41916.61260934413,6.034640456283347,0.44499005566828115
38,2608679.6811113786,101293.6966437912,6863,19368,40650.19253478903,5.923093768729277,0.38448642624242385
39,2614087.9348071553,103531.91596131737,7062,19113,42432.82046534115,6.0086123570293335,0.5032916908167054
40,2608600.0149444262,100663.35258226564,6779,19287,40413.51212567037,5.9615742920298525,0.5188277997102598
41,2606011.864685082,99651.83349716765,6761,19323,40377.50052164947,5.972119586104048,0.2825647968783466
42,2598903.5715099615,102197.07480550077,7010,19257,41615.60645618826,5.936605771210878,0.48421387912179237
43,2587316.448459098,100112.68807447501,6846,19221,41256.58176172454,6.026377704020529,0.5499978526873974
