episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,3969266.8188937744,200813.83606580584,15886,21576,157075.0649875089,9.887641003871893,0.40100176628224354
2,4214649.290711935,213779.9344026401,17118,23513,163700.27858298132,9.563049338881957,0.561631856383194
3,4343208.193091868,224501.26566692514,18113,24466,166151.08417565658,9.173029546494593,0.16491078401962936
4,4538429.824418106,232254.2185207866,18520,26549,164976.9437489098,8.908042319055605,0.43603482193237003
5,4605864.992816684,229333.92160092373,18192,27756,157822.73817720465,8.675392380013449,0.6272474370745911
6,4733161.4146876065,224402.7247936242,17898,29599,153499.44912635587,8.576346470351764,0.3467731160051915
7,4817408.589288188,234192.71023028754,18245,30232,149693.8003725701,8.204647869146074,0.1658242182947771
8,4813843.948895874,230433.63454481514,17734,30962,140963.2325729382,7.948755642998658,0.3584011389492933
9,4836962.378482126,228748.74891945775,17633,31219,137832.9711816924,7.816762387664743,0.7240432910458523
10,4927235.554508394,235216.72957709932,17767,32128,135219.41988200485,7.610706359092973,0.6238270933333632
11,4909081.996931609,236671.3223160638,17840,32229,133373.71944698406,7.476105350167268,0.3573279784452731
12,4924092.202056697,232954.67259768513,17413,32713,128562.3085779895,7.383122298167432,0.3166427044758229
13,4930973.7553734975,230755.31115559803,17078,33112,123162.99779211148,7.211792820711528,0.3145410376730132
14,4967040.197504004,237372.1336579263,17629,33234,125759.75070755313,7.13368601211374,0.7502055037257918
15,4937579.35527098,234149.34462852898,17188,33265,120586.76700772226,7.01575325853632,0.2488852008608854
16,4970320.612729646,236860.99997946297,17413,33492,120270.88826672001,6.906959643181532,0.3198247029110016
17,4951882.395440422,240528.85546339108,17624,33339,118961.01936051669,6.749944357723371,0.3872569924125836
18,4980021.378744591,243219.32000915546,17581,33851,114544.36622078552,6.515236119719329,0.35385960597854244
19,5048602.954634427,240585.62466163374,17326,34602,113605.29951182086,6.556925978980773,0.4056604348448069
20,5011312.584297655,242969.6642574792,17432,34268,112956.76724004182,6.47985126434384,0.4410617861297469
21,5046337.23146118,249263.69158170593,17742,34511,110932.53610694113,6.252538389524356,0.13804462692055902
22,5050070.2307326645,247053.30930387264,17420,34727,106678.43090005365,6.1239053329537105,0.24283151619690319
23,5079068.760760995,242552.10429400147,17141,35286,105724.32621565861,6.167920553973433,0.26602149524566265
24,5055523.202626509,249877.43407479252,17597,34916,106904.8056552085,6.075172225675314,0.5340159779164186
25,5085320.1746007195,248990.57647415737,17321,35432,102585.84911807106,5.9226285502032825,0.2618032912440314
26,5043725.656484852,248468.34418244738,17258,35070,101191.1262367087,5.863432972343765,0.44806546955068643
27,5064157.146146405,247495.0315573728,17286,35239,102628.68082298765,5.937098277391395,0.2514994374295629
28,5096471.582109419,248972.31564576953,17240,35783,98574.62380099537,5.7177856033059955,0.3507965365639084
29,5113565.205744787,245185.73464393782,16999,36198,97329.52277846125,5.725602845959248,0.7466313335469408
30,5114424.945108121,243220.88860730903,16990,36277,99033.1234899215,5.828906620948882,0.3182490365923758
31,5120678.834091626,248352.17054557882,17349,36328,99031.73726378867,5.708210113769593,0.2708884663315142
32,5092532.404342416,245718.96107139662,16875,36433,92896.25048120806,5.504962991478996,0.45255814460274224
33,5097386.8569830395,252871.58556852897,17374,36090,94163.83679120845,5.419813329757595,0.2391771765122746
34,5118987.479047904,247746.474713376,17227,36492,94721.04020044561,5.4984060022317065,0.3689821550154596
35,5149252.589602895,252576.6231927717,17427,36821,93671.62542457393,5.375086097697476,0.3259881491568652
36,5101609.17773034,243418.68728493908,16671,36957,89039.29508889836,5.3409690533800225,0.17189300537379873
37,5107561.304978102,242520.64767984918,16632,37006,89764.25195680112,5.397081045983713,0.19149657679667983
38,5138955.6227946,242755.5618254337,16591,37322,88940.73676811751,5.360782157080195,0.286846657464467
39,5139698.766226595,242543.12313868283,16585,37248,89366.5390559213,5.388395481213222,0.4318313065882516
40,5163667.4623649595,241077.97973761123,16367,37730,85591.11715104688,5.229493318937306,0.4070727527156146
41,5112675.303598373,240462.14150026903,16391,37257,86310.59711797796,5.265731018118355,0.3642055599925055
42,5150878.990289539,239696.03678187027,16141,37840,83378.22494736589,5.165617058878997,0.39803473723129446
43,5149809.714852035,241872.6434386989,16417,37618,86151.41841949901,5.247695585033746,0.37339029077323754
44,5177105.987493994,243574.29773616703,16570,37917,85533.06107058382,5.161922816571142,0.1509483146023246
45,5119644.242892561,236474.7144526141,15974,37847,82211.16329429507,5.146560867302809,0.49316113150631435
46,5162462.907556881,237377.46171327948,15900,38362,79062.04348313011,4.972455564976737,0.264681644485101
47,5146624.897796414,236052.53855567522,15984,38157,81186.1731435698,5.0792150365096225,0.4691097343765306
48,5137405.426042395,236903.6033001207,15929,38204,79206.25718779408,4.972456349287091,0.4630688197629902
49,5168029.716104691,241237.1574290264,16240,38196,81561.39712553631,5.0222535175822856,0.36470960138501346
50,5168074.794733493,242222.87810750405,16260,38193,79193.9257223357,4.8704751366750125,0.5543491643662227
51,5120756.8170568,241696.27563313866,16267,37735,80661.4698563205,4.958595306837186,0.32534657550956564
52,5159023.235939836,240876.9875560527,16107,38176,78591.25415012092,4.8793229124058435,0.529007484163301
53,5136871.225923734,241364.19775013,16211,37958,78673.56919402548,4.8530978467722825,0.4534794537355194
54,5198364.052670358,246219.7709225494,16608,38306,80928.79311817752,4.872880125131113,0.5352375999543169
55,5150773.044557973,242774.39698275455,16283,38327,78021.24164117376,4.791576591609271,0.3559722897843761
56,5149627.220565014,245325.60825535038,16604,38092,81192.70688394686,4.889948619847438,0.5923820503637677
57,5152400.118508897,242859.17683379626,16316,38402,77921.32493530167,4.775761518466639,0.2850967909530872
58,5157069.084327184,243704.42470016395,16267,38629,75488.04358371835,4.640563323521138,0.4575734859468242
59,5173121.278470154,242215.53685604286,16246,38790,76004.41119568834,4.678346128012332,0.4286566510051903
60,5175046.266084602,240142.50966852988,16033,38993,74564.25277477644,4.650673783744554,0.29055391975435113
61,5160222.081413319,240409.0719205784,16018,38914,72927.10087655904,4.552821880169749,0.4595491587092406
62,5141501.129974703,242312.3873462484,16225,38537,73968.25212988225,4.558906140516626,0.4806474391178899
63,5173657.69357365,246054.66095287618,16464,38707,74926.79098814697,4.550946974498722,0.415792186060205
64,5163383.597110254,247812.09494439716,16593,38724,74059.28197782711,4.463284636764124,0.5151952758020657
65,5162515.807281174,242664.27713881774,16246,39020,73328.34124075994,4.513624353118303,0.40821867899144654
