episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,4035448.574605232,196849.904201602,15466,22564,153836.05415377705,9.946725342931401,0.572023871496669
2,4214861.762814217,202856.5199285492,15951,24563,152436.79643988892,9.556566763205375,0.694207012600218
3,4426417.1220578225,204764.8660810647,16100,27017,148774.4850646209,9.240651246249746,0.4327362680268592
4,4550269.443984435,207993.46767143157,16589,28495,150749.9548978204,9.087344318392935,0.3538658463904558
5,4676283.12566154,200974.31776076404,15865,30446,141691.81075403836,8.931094280115875,0.5121046860637701
6,4724645.590733464,197973.57435911603,15503,31691,133639.84291934015,8.620256912813014,0.2584607313472783
7,4827984.621248634,204433.44586859047,16105,32308,140324.60362932953,8.713107955872681,0.19586130647680608
8,4862030.353945199,205131.03039061272,15927,32953,132861.92826460904,8.341930574785524,0.28989486406625603
9,4875986.270086621,211310.2096664097,16415,32872,135693.79572175487,8.266451155757226,0.6561600587311482
10,4931412.34735041,211228.39435507578,16130,33745,129942.30197703376,8.05593936621412,0.4293862806440071
11,4941212.196968582,205909.525402055,15688,34388,125947.5082541749,8.02827054144409,0.5270204165021668
12,4985613.514757204,208539.9014198432,15696,34845,123246.82996902568,7.852117097924674,0.38927399470381996
13,5009150.048695702,207067.45341030142,15473,35410,121400.90776027362,7.845983827329776,0.3327169091907696
14,5029739.483645802,208072.24183454513,15472,35880,118457.74035771572,7.6562655350126505,0.4616001776826408
15,5045050.943289235,202383.34003393672,14741,36719,110587.26134419031,7.502018950151978,0.19971396420468304
16,5046578.029804028,207082.5114458007,15118,36535,112462.82164884085,7.439001299698429,0.541228985338257
17,5041271.028642147,208561.03381487168,14867,36846,105870.36989985568,7.1211656621951755,0.46823007135352224
18,5047965.907111518,206665.1763775953,14630,37148,101133.05451469462,6.91271732841385,0.3636394985035459
19,5082910.302926192,206000.89681062242,14417,37588,99520.16534147637,6.902973249738252,0.6056887250096877
20,5096501.588603266,204923.89539663817,14216,37961,95327.95129831847,6.705680310798992,0.3884427404477463
21,5073838.98331877,204757.0806983051,14115,37769,94330.64405773622,6.683007017905506,0.3795053735535559
22,5080869.54696124,207178.64142248107,14239,37891,93808.01465106507,6.588104126066793,0.3545438527943751
23,5109249.915291957,208825.34081154314,14398,38060,93901.54834066512,6.521846669027998,0.1076516030394925
24,5092056.1440076,211746.87786257782,14501,37894,93338.22641408932,6.436675154409304,0.4235192269643974
25,5115533.488791599,216383.7372811418,14808,38010,93877.41051330601,6.339641444712723,0.1756492720894154
26,5111789.23487082,215780.91163319568,14668,37917,91099.22161726624,6.210745951545285,0.5765350747406384
27,5099555.590022509,217523.66242317512,14774,37646,89618.87159273957,6.065985622901013,0.5861742866123533
28,5133816.524414261,215566.408589087,14710,38183,91845.56253138072,6.243750002133292,0.5410004201320096
29,5121512.40833015,219355.99242996835,14795,38045,89409.63314912604,6.043233061786147,0.3863849820357593
30,5122141.370582311,215519.34841899967,14558,38188,88174.76280932041,6.05679096093697,0.19100479718220179
31,5127819.038427512,216814.29147256847,14645,38212,88760.13978546398,6.06078113932837,0.5836254242054394
32,5129124.844846824,211857.55987821022,14362,38579,86808.7872391889,6.044338340007582,0.29365874921837354
33,5109449.916623329,217123.18723445447,14660,38148,87330.91052911972,5.957088030635725,0.46002355535113143
34,5095857.276693462,214605.42844335985,14458,38180,84941.78142839384,5.875071339631611,0.45406342298146657
35,5122180.0348959975,220907.49939369553,14970,37968,88599.88043682983,5.918495687162982,0.5798019359394707
36,5087728.329894674,217932.30143668418,14620,37872,85513.41508960682,5.84907079956271,0.17863216919357114
37,5122471.737782276,227434.28847143435,15426,37759,90422.3775372297,5.861686602957973,0.6816930225961966
38,5097687.3947100155,222739.56189448477,15001,37863,85156.91488468373,5.676749209031647,0.3478622580989137
39,5125027.538676866,223753.9532680291,15053,38183,85010.01725108009,5.6473804059709085,0.47688521219739716
40,5132281.527524746,223457.81771783927,15052,38417,84737.47446723138,5.629648848474049,0.3862637172329666
41,5123139.594035523,222627.68777037397,14969,38321,83841.87757803986,5.601033975418522,0.3183536468383902
42,5108618.127705518,228703.5048948124,15387,37911,84823.5381231878,5.512675513302645,0.20951523008976097
43,5117792.79370528,224945.68413637026,15078,38296,81997.33432817408,5.438210261849986,0.40986262835218923
44,5127235.573866428,221198.60794343517,14850,38560,81486.6605459631,5.487317208482363,0.47946103954706043
45,5123130.323122674,228042.46177867716,15339,38241,83961.97813524316,5.473758272067485,0.5587495485712715
46,5133358.388751146,232048.94617002376,15579,38143,84187.52871956656,5.4039109518946375,0.2652945498676048
47,5122460.077160156,229374.55719893216,15378,38361,82130.39175321894,5.340771995917476,0.39734687476352276
48,5121038.514226849,229560.13074864546,15574,38271,83457.63268084596,5.358779548018875,0.36868046205087285
49,5143456.956563939,230724.68138212155,15490,38554,80589.06179947667,5.202650858584678,0.272719211109036
50,5112584.016933169,235787.49356603058,15883,38144,81374.61321062267,5.123378027489937,0.3922853364941761
51,5110015.7668626085,232727.90067395585,15692,38436,79293.88689604096,5.053140893196595,0.407584312137828
52,5129568.348821851,236602.1196813023,15940,38244,81126.47526089748,5.089490292402602,0.36440172904710155
53,5124575.00468377,236548.21382751898,15871,38196,81228.87841829765,5.118069335158317,0.4765707973339506
54,5099748.693886855,239599.17677935518,16132,37800,81150.88488652495,5.030429263979975,0.4530938662967189
55,5137899.168597673,237635.8302791503,15973,38265,80405.45575388068,5.033835582162442,0.36030615898116014
56,5127726.237563287,238784.5400668686,16006,38343,79068.31586192512,4.939917272393172,0.5854527634153429
57,5141057.161396253,242277.15244670014,16352,38202,81980.89922870771,5.013509003712556,0.39353849481209696
58,5134270.565734884,241539.0552982028,16225,38117,79821.55721074948,4.919664543035407,0.45575591846589103
59,5161756.635605873,237539.7409991483,15866,38675,77127.90290295806,4.861206536175347,0.33827131758266704
60,5148292.283775552,242858.3731794132,16229,38393,78512.47261806212,4.8377886880314325,0.5414787675024614
61,5163445.934017431,238839.93647622806,15950,38608,76973.6542932945,4.825934438451066,0.3609752577991172
62,5130965.758476268,239626.28634931555,15973,38541,75108.8209904855,4.702236335721874,0.2912861514459142
63,5138428.501565607,238030.8944632883,15963,38520,77099.17572580243,4.829867551575671,0.41776817647771847
64,5131854.90736955,242646.48260585585,16227,38311,77313.03548676899,4.764468816587724,0.3782725581916766
65,5120173.83717654,240203.2526611553,16076,38495,75488.53709852092,4.695728856588761,0.3414564879349016
66,5152672.466892213,240612.93890127906,16080,38734,76369.82210700215,4.749367046455358,0.35969578577038275
67,5138829.294789168,238260.3407381339,15959,38691,75750.63374306694,4.746577714334666,0.3979309093092711
68,5136414.154449497,243609.94066477337,16219,38560,75049.82565037896,4.627278232343484,0.463244918447278
