episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,1910816.242743357,84847.03627043974,6552,10901,65978.43520165051,10.069968742620652,0.4113100490670868
2,1857682.7541016117,88810.71042343766,7064,10381,68361.91446208337,9.677507709807951,0.3202638708501196
3,1900833.8104860424,81528.2163160043,6566,11395,64359.30540478806,9.801904569720996,0.5921198986603289
4,1900251.0782015838,81718.84630941061,6565,11492,61440.99800325539,9.35887250620798,0.13510253870466482
5,1904316.6960193566,78903.73319721525,6254,11868,59011.68021637188,9.435829903481274,0.3202924740242816
6,1938913.9186172867,75584.81766357682,5888,12604,53480.06125105294,9.082890837475023,0.14736651454441307
7,1931343.3219535365,73155.74408413962,5686,12794,50534.64963095449,8.887557093027521,0.2991192258150083
8,1933839.5086787604,74059.85447829578,5690,12933,50329.42088769049,8.845240929295342,0.22061003616799493
9,1929738.16229452,70133.20913891718,5335,13318,46788.29750479358,8.77006513679355,0.29665739352473314
10,1923168.9643183886,67175.01809260435,5164,13562,45203.5643876678,8.753594962755189,0.30191275219859215
11,1944168.665943405,67952.21284684357,5127,13704,44284.77044743561,8.637560063864951,0.3429746210245093
12,1946235.1788939082,68835.53292801806,5319,13601,45074.74135473548,8.474288654772604,0.31973708750077284
13,1940346.085609207,69943.60562348054,5431,13530,47021.13083571811,8.657913981903537,0.6049223568599758
14,1933781.0070734913,70300.0200047736,5381,13605,45096.23748499182,8.3806425357725,0.263954393731371
15,1962105.5382748083,68626.64666263474,5173,13866,41806.22061421003,8.081620068472846,0.3135331437604364
16,1934729.9601452553,70487.115232109,5314,13589,43240.63671350253,8.137116430843532,0.2653397055982858
17,1948193.9390825436,69602.95829562865,5272,13780,43116.17271611633,8.178333216258787,0.12550117721692378
18,1966203.5503307038,69106.35780740241,5197,13990,41411.52784445098,7.968352481133535,0.5348190394782024
19,1954463.9572919663,70324.02882439687,5324,13789,43608.43513202681,8.190915689712023,0.4638022010637388
20,1961801.0367095117,67984.18055255894,5158,14059,42200.10381464119,8.181485811291429,0.4353834977578904
21,1951777.7893634879,67564.9873009936,5176,13980,43673.15815754987,8.437627155631738,0.6371375515048874
22,1961198.194458778,67889.20772747407,5221,14013,43887.59375943211,8.405974671410096,0.27514564520778884
23,1955061.9332230967,65220.5148674935,4884,14285,38878.42212821592,7.9603648911171,0.48954281767046537
24,1952155.3041686574,65251.854523361886,4871,14284,39142.04765028748,8.035731400182197,0.12823331113715042
25,1969757.607399758,68331.4942397192,5156,14215,41409.668594819675,8.031355429561613,0.3122619802309809
26,1960134.1698855232,64966.839286150716,4904,14556,38660.03894306435,7.883368463104476,0.6448381930680348
27,1963856.6177541625,65498.024797001126,4794,14539,37438.20435152118,7.80938764111831,0.24839201781060374
28,1958137.2177321143,64179.13338843228,4719,14560,36786.0706048893,7.795310575310298,0.3604826871964615
29,1956701.0242634907,64130.17626488643,4700,14661,36216.32050008042,7.70560010640009,0.38066611968081926
30,1962595.5837052956,64990.52642840515,4780,14626,36818.703939218074,7.70265772786989,0.4073494363626214
31,1969232.0976044394,65581.52590465828,4760,14700,35672.64240972554,7.494252607085197,0.3530762716337303
32,1952640.9068283404,64202.88180962761,4685,14741,35192.77467963214,7.511798224041011,0.40356058846550813
33,1947984.7981019418,63917.23111180808,4585,14758,33912.47434313567,7.396395712788586,0.5920594281487814
34,1942837.4367552851,64630.51168194608,4678,14688,35032.06309559554,7.488683859682673,0.4922057903910628
35,1961442.2434054634,63280.849422281084,4482,14882,33512.10511487953,7.4770426405353705,0.3562344680140675
36,1958710.3099298854,62224.862557623455,4364,15015,31937.526303873863,7.318406577422975,0.4612744276027408
37,1971770.4632898374,63185.34189557472,4519,14948,33573.86006319485,7.42948883894553,0.34629312051717964
38,1959828.6106576447,64312.93965074063,4557,14827,33066.37840942947,7.256172571742257,0.2190380458750581
39,1961815.996461045,65068.15129226378,4596,14845,33389.18482259809,7.264835688119688,0.43363394065085975
40,1961703.4205371153,65977.44969609825,4702,14771,33903.91380055158,7.210530370172603,0.37743086609594373
41,1947718.4964246734,66900.35976448974,4842,14699,35119.16356737258,7.2530284112706696,0.38288812807490946
42,1956714.2829976298,63065.82750543787,4618,14859,34202.23069374338,7.406286421338974,0.4293026082535763
43,1958355.2214881347,63977.60988545925,4603,14842,33928.26020926376,7.370901631384697,0.3605834207545069
44,1946674.023017487,65697.88373500084,4687,14729,33304.23099278008,7.105660548918302,0.4129063249166268
45,1943517.8982279175,65639.47619117526,4690,14774,32731.420975835386,6.978981018301788,0.4275084358592572
46,1955591.7315713787,63693.09095518013,4550,14868,32086.24659478141,7.0519223285233865,0.5473107359394177
47,1942792.2931746556,65589.4223803847,4701,14706,33428.36892372635,7.1109059612266226,0.2247302545461504
48,1947926.2947653378,66290.54055516566,4726,14758,32934.924508788026,6.968879498262384,0.4797845376716552
49,1944719.333764865,65967.88183626166,4548,14976,30492.813604832376,6.704664381009757,0.4711796960077549
50,1945240.642412631,64825.21593437984,4532,14974,30647.230709503972,6.7624074822383,0.4433527210263233
51,1940295.3241432328,65208.08342555658,4612,14926,31339.899418399244,6.795294756808162,0.5327594641248097
52,1938632.0712286995,70008.49117735513,5019,14571,34534.42637008545,6.880738467839301,0.5016592446014405
53,1945854.7562584067,66475.00848134032,4732,14816,32680.66649737925,6.906311601305843,0.350465106674967
54,1956793.504217312,67324.83954295625,4818,14814,33418.838969076256,6.936247191589095,0.4037324513422543
55,1963156.660875432,68015.33582956984,4800,14856,32326.58185756387,6.73470455365914,0.2122913771507428
56,1943218.9430604982,67162.8784267061,4700,14793,31174.13937923684,6.632795612603583,0.3738095451533662
57,1963574.777881998,69012.44688760467,4902,14724,32717.661224138814,6.674349494928358,0.47589056280875225
58,1947400.2301486607,68981.13160340866,4894,14683,32465.588405901675,6.633753250082075,0.5111509055314268
59,1943127.9981562546,69325.1963554459,4925,14664,32668.25730322592,6.633148691010339,0.4189671674091008
60,1938757.9986505567,70043.48161854169,5049,14633,33033.92702482718,6.542667265760978,0.40581774766058026
61,1924692.4455373103,70249.31482225312,5120,14426,33916.029350056706,6.62422448243295,0.34626337354671083
62,1930230.7348634186,70853.0313213579,5064,14548,32111.884920537672,6.341209502475843,0.282436771162988
63,1915588.1219658495,72641.01160692897,5136,14361,32065.249326978752,6.24323390322795,0.24411386921718642
64,1920200.10325278,72034.23135601977,5054,14496,30783.925851910826,6.091002345055565,0.44384074151788644
65,1931726.0883224162,71004.87657444655,5005,14678,31166.327226230092,6.2270384068391795,0.27053518333111637
66,1928925.014017965,72657.35195369985,5127,14460,32266.224692688862,6.293392762373486,0.34853789664467205
67,1925443.0547861238,74900.3214133068,5253,14357,32456.148064464138,6.178592816383807,0.41074080300215526
68,1935232.3739549196,74677.5273874156,5204,14493,31748.553817188553,6.100798197000106,0.5602326755834308
69,1930296.0663222068,73138.33986044796,5095,14548,30552.569256201008,5.996578853032583,0.2502734696341594
70,1926062.3383489896,76996.22817898724,5404,14251,31869.25130128305,5.897344800385464,0.4693145141058813
71,1927362.8317583348,73127.81835208232,5018,14584,29834.201633738736,5.9454367544317925,0.36445040964921915
72,1922762.4654086411,73559.59928289281,5156,14587,30385.41515958963,5.893214732271068,0.2971399805786487
73,1924164.6460102545,70635.39006298697,4906,14778,29094.003482146254,5.930290151273187,0.46752306411257366
74,1923169.3382568846,70808.27769508603,5025,14678,30189.923579750783,6.00794499099518,0.41535629483446346
75,1927136.351347189,69926.26238930032,4895,14832,29369.301149042876,5.999857231673723,0.31741679327618405
76,1919186.1383056229,68235.5545874588,4818,14785,29777.257330249355,6.180418706984092,0.3175292557364388
77,1911865.5465060007,69549.31370007523,4844,14856,28797.02132372404,5.944884666334442,0.4664688011734132
78,1926299.407847729,67478.87483668541,4718,15018,29201.422557506125,6.189364679420543,0.39558042285884604
79,1907631.6031011546,69009.17220216064,4856,14786,29470.35291142555,6.068853564955838,0.34211325352669014
80,1905966.334758904,68390.64309785675,4788,14844,28856.609753801193,6.026860850835671,0.3733875040831416
81,1893368.6450092164,71195.1528581087,4961,14708,29013.284102794103,5.848273352709958,0.3018373858007369
82,1910825.4896102888,68764.9457152066,4828,14859,28984.710897407007,6.00346124635605,0.44761272239942096
83,1909351.679819608,68054.34124087996,4745,14916,28358.714070791408,5.976546695635703,0.3338291333980907
84,1898065.3170782477,72759.00524067988,5109,14546,30217.83904910705,5.914628899805646,0.4253938616654426
85,1903317.9644643154,71923.14720941405,5060,14674,29517.127442702968,5.8334243957911,0.4275393602031529
86,1900043.0758870852,71901.1267288774,5026,14612,30059.7575525573,5.980851084870135,0.31869775383470966
87,1901407.3981273784,74773.53452820954,5301,14445,32378.08408733818,6.107920031567285,0.5157136381780755
88,1886354.7210284257,73119.49342557136,5228,14445,31405.877997601616,6.007245217597861,0.3568443221676014
89,1898113.943393649,70439.63573810452,4963,14717,29708.220338718867,5.985940023920787,0.323710066590698
90,1890810.2511659306,73140.4949286991,5180,14503,30997.5219258469,5.984077591862336,0.3691357585069034
91,1898542.1961939912,72207.61084443751,5109,14623,30332.786519768815,5.937127915398085,0.41169136548613894
92,1909565.338258773,75112.17806952953,5262,14569,30674.98596754086,5.82952983039545,0.44192330129464613
93,1892877.1443549828,73271.8377059585,5171,14523,30278.38928695407,5.855422410936776,0.27625316627297575
94,1895588.737555478,72204.71372813775,5087,14628,30217.729829187294,5.940186716962314,0.3057390737365328
95,1887978.441311727,76449.80582831401,5352,14270,31102.044479296605,5.811293811527766,0.3461087703238651
96,1890635.4879866533,75293.74459036147,5237,14467,30398.36421245452,5.804537752998763,0.439342078105316
