state,visit_count,best_action,best_subsidy,best_q_value,avg_q_value,q_action_0,q_action_1,q_action_2,q_action_3,q_action_4
0,4284.0,0,0.0,0.06945449133143976,0.01945256529743209,0.06945449133143976,0.007631941380822492,0.007194943028119921,0.007055992563470109,0.005925458183308179
1,28.0,0,0.0,0.01978869285826649,0.003957738571653298,0.01978869285826649,0.0,0.0,0.0,0.0
3,3784.0,0,0.0,0.06939756009979958,0.01773899745517433,0.06939756009979958,0.005508007335579622,0.0049483324205208306,0.004830545685127043,0.004010541734844584
4,14.0,1,0.2,0.009542085945300278,0.001909714648015696,0.0,0.009542085945300278,0.0,0.0,6.4872947782022774e-06
6,3166.0,0,0.0,0.06799717769033614,0.017977029604122632,0.06799717769033614,0.006249326837053991,0.005957177767324975,0.004903264609623463,0.004778201116274585
7,28.0,0,0.0,0.024573678989305583,0.0049147357978611165,0.024573678989305583,0.0,0.0,0.0,0.0
9,1821.0,0,0.0,0.06799649099787462,0.01610320813236394,0.06799649099787462,0.003542529040811402,0.0035192985728045426,0.0028422009191699372,0.0026155211311591968
10,21.0,3,0.6,0.013218137620102405,0.002646119042838774,0.0,0.0,0.0,0.013218137620102405,1.24575940914663e-05
12,245.0,3,0.6,0.039925429897789376,0.008398186201374865,0.000561405768036485,0.00023723960692183775,0.0008549914922878277,0.039925429897789376,0.0004118642418387971
13,1.0,4,0.8,1.217420017553443e-05,2.434840035106886e-06,0.0,0.0,0.0,0.0,1.217420017553443e-05
15,84.0,0,0.0,0.018102812342144326,0.0038873113690750484,0.018102812342144326,0.00018574144298836627,0.00013453317848389183,0.0008727400423405884,0.000140729839418066
16,1.0,0,0.0,0.0012116783996706738,0.00024233567993413476,0.0012116783996706738,0.0,0.0,0.0,0.0
18,2429.0,1,0.2,0.06815170650942046,0.017414831019245347,0.005665606482572095,0.06815170650942046,0.004460796586976085,0.004708049964464874,0.004087995552793225
19,3742.0,0,0.0,0.14243525687999817,0.040750137768488744,0.14243525687999817,0.01651117270387721,0.01576799945283409,0.01555403593372483,0.013482223872009393
20,107.0,0,0.0,0.061697980008500186,0.013057471129546524,0.061697980008500186,0.0009456728669450247,0.0008408946575878164,0.0009005248144076112,0.0009022833002919859
21,2828.0,0,0.0,0.06425048594625028,0.016747567547495516,0.06425048594625028,0.005769088876035919,0.004933236872815255,0.004506026446202785,0.004278999596173334
22,2676.0,0,0.0,0.13832402148957174,0.03690426182317509,0.13832402148957174,0.011851838595817978,0.013605354739272955,0.010817286360142281,0.00992280793107048
23,90.0,3,0.6,0.061439846848840164,0.01280562357776476,0.0005926255997290579,0.0005583431740295644,0.0001889937785821491,0.061439846848840164,0.0012483084876428623
24,2561.0,0,0.0,0.06814949183115754,0.0172172698244213,0.06814949183115754,0.00445677756487611,0.005686241152164282,0.004075060815960029,0.0037187777579485454
25,5398.0,0,0.0,0.14042381108745505,0.04245289062437746,0.14042381108745505,0.018935239057509042,0.018136103527225732,0.017718113042855674,0.017051186406841796
26,191.0,0,0.0,0.12355919121041689,0.025873603874741257,0.12355919121041689,0.0022551436705478107,0.0002480332674526578,0.0021088481149360333,0.0011968031103529301
27,1745.0,0,0.0,0.0644138058558518,0.015631040287429787,0.0644138058558518,0.0037308144291021755,0.003617299740540219,0.003625527961588635,0.0027677534500661167
28,3473.0,0,0.0,0.13517082901019378,0.03855035119570997,0.13517082901019378,0.015454953394506829,0.01532419328524482,0.0137997559392064,0.013002024349398004
29,151.0,2,0.4,0.09916148489651101,0.020499374979354827,0.00035927249094976966,0.0009168187444925262,0.09916148489651101,0.00031303939149493996,0.0017462593733259019
30,902.0,2,0.4,0.07440307195128797,0.016284992557048523,0.0015780910284861156,0.0015906421056896716,0.07440307195128797,0.001554711323410102,0.0022984463763687634
31,485.0,0,0.0,0.116848735187918,0.02523596652435949,0.116848735187918,0.0026381970926635475,0.0031277313804405392,0.001796010656701043,0.0017691583040743124
32,50.0,0,0.0,0.05320084246418352,0.011036313515478055,0.05320084246418352,0.0,0.0018212051300931773,0.0001595199831135763,0.0
