state,visit_count,best_action,best_subsidy,best_q_value,avg_q_value,q_action_0,q_action_1,q_action_2,q_action_3,q_action_4
0,7610.0,1,0.2,0.10734616635433167,0.03682614768750782,0.021034512226823864,0.10734616635433167,0.019019291071782064,0.018942253294634982,0.017788515489966492
1,144.0,2,0.4,0.10064864796438888,0.020666749094403435,0.0007421180800640688,0.0017535472119390358,0.10064864796438888,0.00017984042154749045,9.591794077693796e-06
3,6563.0,0,0.0,0.10714779853263762,0.035791295748467254,0.10714779853263762,0.019406734198395826,0.018090852176587967,0.01758735259927055,0.016723741235444303
4,77.0,0,0.0,0.0626106237522194,0.012793597720762486,0.0626106237522194,0.0,0.0007406991989744963,0.0,0.0006166656526185321
6,14178.0,0,0.0,0.10843507403262809,0.04530617560730733,0.10843507403262809,0.030786398831539517,0.029973745535612918,0.02933787050341473,0.02799778913334136
7,62.0,2,0.4,0.05412597096856437,0.01089753581421507,0.0,0.0,0.05412597096856437,3.1798430207126456e-05,0.00032990967230385416
9,10586.0,1,0.2,0.10702828333083943,0.041486630295943815,0.027473810482378534,0.10702828333083943,0.024593529744947086,0.024420957183579922,0.023916570737974124
10,34.0,0,0.0,0.03513379781846311,0.007026759563692623,0.03513379781846311,0.0,0.0,0.0,0.0
12,3751.0,0,0.0,0.1017304473567807,0.0284668490208011,0.1017304473567807,0.010709934484839886,0.010716602195324524,0.009719052780468761,0.009458208286591645
13,2.0,0,0.0,0.0014136914313079194,0.00028273828626158387,0.0014136914313079194,0.0,0.0,0.0,0.0
15,1375.0,0,0.0,0.09520582853046487,0.022550061180580762,0.09520582853046487,0.004596268392970461,0.004611533838361659,0.004651804281730076,0.003684870859376731
16,3.0,2,0.4,0.0020982945709316332,0.00041965891418632663,0.0,0.0,0.0020982945709316332,0.0,0.0
18,8193.0,0,0.0,0.10988536324040536,0.03899524784994498,0.10988536324040536,0.022654461102533732,0.02170655901939338,0.02118246720367463,0.01954738868371779
19,12900.0,0,0.0,0.14846185019185607,0.0746416502100424,0.14846185019185607,0.04229493606783442,0.04001089611373927,0.10562551974094786,0.036815048935834434
20,890.0,0,0.0,0.18417781849627962,0.041553077858501805,0.18417781849627962,0.005783276443786964,0.00604880813407498,0.0057689794036513056,0.005986506814716151
21,7045.0,0,0.0,0.10972940487345943,0.03506439147611807,0.10972940487345943,0.017225262221936148,0.016854268349602894,0.016283298113402955,0.01522972382218892
22,16176.0,0,0.0,0.14395252703534944,0.07932066503499462,0.14395252703534944,0.0653005488244591,0.06432482792863814,0.06212239704146642,0.06090302434505994
23,913.0,1,0.2,0.1871332801379122,0.042847388796019736,0.006278259023578595,0.1871332801379122,0.0063537159485823995,0.006250715105178723,0.008220973764846793
24,12182.0,0,0.0,0.11206008289883623,0.04519948739467018,0.11206008289883623,0.03004972295880123,0.030174010829146704,0.02844685560263756,0.025266764683929167
25,17135.0,0,0.0,0.1488793723474419,0.0832910654895009,0.1488793723474419,0.07149468273871092,0.0702160999722106,0.062293317322059304,0.06357185506708177
