state,visit_count,best_action,best_subsidy,best_q_value,avg_q_value,q_action_0,q_action_1,q_action_2,q_action_3,q_action_4
0,2988.0,3,0.6,1416.634444370283,283.9245194780732,0.9974836666666669,0.49917350816666667,0.9509068415,1416.634444370283,0.5405890037496668
1,15.0,0,0.0,947.5983973565197,209.512113041676,947.5983973565197,0.0,99.96216785186031,0.0,0.0
3,926.0,4,0.8,1348.1949283864055,270.3125497170577,0.5238742740000001,1.8351110463000002,0.5052483370830001,0.5035865415000002,1348.1949283864055
4,10.0,2,0.4,560.0082188906553,115.44347197705004,17.20914099459496,0.0,560.0082188906553,0.0,0.0
6,884.0,1,0.2,1415.4108729883312,283.82071619415126,0.6160000000000001,1415.4108729883312,0.924,1.6022011409249999,0.5505068415000001
7,12.0,3,0.6,689.242171801201,141.55346049847674,18.525130691182614,0.0,0.0,689.242171801201,0.0
9,1146.0,1,0.2,1385.5920827729142,277.6885277302994,0.873852,1385.5920827729142,0.8149449000000001,0.6581724370830001,0.5035865415000002
10,12.0,4,0.8,502.546410632265,123.4404366349008,52.850742795193234,61.80502974704578,0.0,0.0,502.546410632265
12,8.0,0,0.0,18.015000749019865,6.1231850910761985,18.015000749019865,4.071512479035554,1.8685333333333334,2.560580651875359,4.100298242116881
15,759.0,2,0.4,1378.4997176948275,277.4041772482738,1.2687807419388062,1.25016226771226,1378.4997176948275,2.5030700846327196,3.4991554522575536
18,897.0,3,0.6,1543.0987530092968,309.67886470555675,2.9699488333761863,0.6311054351106701,1.0575162500000002,1543.0987530092968,0.637
19,1296.0,2,0.4,2595.38126401317,520.7274159789665,1.4322,2.3752719816620917,2595.38126401317,1.9073439,2.5410000000000004
20,154.0,0,0.0,2186.9824288025184,445.5133190486631,2186.9824288025184,5.537023205341004,7.450040168422358,12.18984403416905,15.407259032864483
21,759.0,2,0.4,1342.3267651050103,269.2687102857036,0.984593223902706,1.0569397629141732,1342.3267651050103,1.2557354780740617,0.7195178586166668
