state,visit_count,best_action,best_subsidy,best_q_value,avg_q_value,q_action_0,q_action_1,q_action_2,q_action_3,q_action_4
0,27051.0,2,0.4,3286.6552960878153,658.1320030843631,0.5249141333333335,1.6937026003333333,3286.6552960878153,0.9034666666666669,0.8826359336666667
1,249.0,0,0.0,5394.682181283146,1091.478485313495,5394.682181283146,16.610285248594394,1.155,19.353861116031815,25.59109891970273
3,6431.0,3,0.6,3261.4597988892274,653.2305451156216,0.8380052617491844,0.7613392500000001,0.7283829498750001,3261.4597988892274,2.3651992272562503
4,244.0,2,0.4,5525.005578264285,1217.2175304397433,6.8003871661598625,48.009559097943466,5525.005578264285,268.81775640737277,237.45437126295562
6,45.0,0,0.0,479.9728867929396,96.92666271100444,479.9728867929396,1.4312106950825179,1.4007326666666668,1.0177141333333335,0.8107692670000001
7,13.0,0,0.0,2051.1397715507023,410.2279543101405,2051.1397715507023,0.0,0.0,0.0,0.0
9,13355.0,2,0.4,3265.9220226328016,654.0671917723101,0.7249888170000001,0.9035441617491845,3265.9220226328016,1.4746252499999999,1.310778
10,5.0,0,0.0,449.07862562982336,89.81572512596468,449.07862562982336,0.0,0.0,0.0,0.0
12,8.0,3,0.6,7.620120001833355,2.466578981045749,1.3252441404864588,0.6899036707688126,0.4925026003333334,7.620120001833355,2.205124491806785
13,87.0,0,0.0,5128.261955338955,1064.379734944567,5128.261955338955,0.0,193.63671938387918,0.0,0.0
15,56.0,1,0.2,2757.610945501642,554.1394702532555,3.5477892254719623,2757.610945501642,1.2676125000000003,3.527791185061384,4.7432128541023
16,1.0,0,0.0,14.69845962345359,2.939691924690718,14.69845962345359,0.0,0.0,0.0,0.0
18,16425.0,2,0.4,3516.2453110941624,704.7044349604234,1.6562,2.3136092377314834,3516.2453110941624,1.521628581492184,1.7854258887309904
19,12851.0,2,0.4,5665.101328601136,1134.4919738492338,1.9188602450325,3.0967629,5665.101328601136,0.9569175,1.386
20,366.0,0,0.0,4872.911054166903,989.9534490372538,4872.911054166903,9.87351058316127,15.788099710185818,10.085244311529252,41.10933641449016
21,14143.0,1,0.2,3318.721956202506,664.6037337747309,1.1235736572677086,3318.721956202506,0.7723435363537203,0.8261785814921843,1.574616896034752
22,865.0,3,0.6,5575.921385398332,1116.5210531041685,1.517147626614375,1.6384439542809528,1.664853435,5575.921385398332,1.863435106614375
23,73.0,2,0.4,4516.5839398090275,905.766255918343,0.0,0.0,4516.5839398090275,12.247339782686973,0.0
24,1924.0,3,0.6,3360.7831982035323,673.459747363708,0.980178581492184,2.992946645646295,0.9373525289091529,3360.7831982035323,1.6050608589594912
25,3927.0,4,0.8,5677.967815380106,1137.0864002087312,1.8942,2.8657629,0.9041552635500001,1.8000675,5677.967815380106
26,302.0,2,0.4,4935.047837842222,991.5386303099738,4.711212253863159,6.412369713581211,4935.047837842222,4.884065184338743,6.637666555863307
27,582.0,3,0.6,3249.275583484596,650.9349100334359,1.340828772014061,0.7627511335584514,2.400587678068031,3249.275583484596,0.894799098942568
28,7133.0,2,0.4,5620.131348327861,1125.4495884938287,2.5229575000000004,0.7461300000000003,5620.131348327861,1.1450802450325002,2.702426396250001
29,337.0,3,0.6,5079.152784995021,1052.4812458794852,36.01839494248102,76.08885121535187,29.687463650715962,5079.152784995021,41.45873459385583
