state,visit_count,best_action,best_subsidy,best_q_value,avg_q_value,q_action_0,q_action_1,q_action_2,q_action_3,q_action_4
0,1411.0,0,0.0,0.024121201134788314,0.011985119010080487,0.024121201134788314,0.009940011615388482,0.009259592169912538,0.0087302148525088,0.0078745752778043
1,14.0,2,0.4,0.0027026972305464977,0.0006521557126463631,3.733648191470358e-05,0.0004613729223473697,0.0027026972305464977,4.813627529812769e-05,1.1235653125116554e-05
3,1042.0,0,0.0,0.022628887919839538,0.010048281834712342,0.022628887919839538,0.008040493843600139,0.007303845598808348,0.0065120134983274154,0.00575616831298627
4,8.0,0,0.0,0.001636938748774946,0.00037860284129915585,0.001636938748774946,0.0001526787718912332,0.00010339668582959979,0.0,0.0
6,1057.0,0,0.0,0.021957457938632546,0.010164673892209307,0.021957457938632546,0.008190289677369794,0.007459364412576333,0.006877021278957088,0.006339236153510772
7,5.0,0,0.0,0.0005423098031429293,0.00021432496340637752,0.0005423098031429293,0.0,3.766875680054423e-05,0.0004916462570884141,0.0
9,797.0,0,0.0,0.021504298835130716,0.00832346358312985,0.021504298835130716,0.0058807302411816855,0.005025469779687709,0.004653616859473706,0.004553202200175431
10,13.0,1,0.2,0.002961402936777797,0.0007038761451578667,0.00041351517046167417,0.002961402936777797,2.1665381028637038e-05,6.118148260258891e-05,6.161575491863649e-05
12,158.0,1,0.2,0.010743219837524284,0.0031771934619752038,0.0015295262424738943,0.010743219837524284,0.0013824795834555003,0.0012834179075998458,0.0009473237388224918
15,84.0,1,0.2,0.006046485927148634,0.001760234151099559,0.0006852818512152428,0.006046485927148634,0.0009510707597157025,0.0006367412544555547,0.0004815909629626621
18,1110.0,0,0.0,0.0249853526740806,0.010894644392293863,0.0249853526740806,0.008531391088451896,0.007915505627533353,0.006840382725207637,0.006200589846195819
19,1607.0,0,0.0,0.05827701049387165,0.0292219340844266,0.05827701049387165,0.0243676171362749,0.022975870351024486,0.021060612454574433,0.019428559986387543
20,67.0,0,0.0,0.01610188626837272,0.004885948942893509,0.01610188626837272,0.0026741464244608437,0.001965473921400165,0.002104374459576803,0.001583863640657014
21,972.0,0,0.0,0.023265679837623853,0.009909315767434942,0.023265679837623853,0.007691187754241618,0.007150707509262981,0.005845927130988227,0.005593076605058035
22,1161.0,0,0.0,0.05685980739668169,0.024389487686718368,0.05685980739668169,0.01803950687721985,0.0176736786313502,0.015109680131270356,0.014264765397069754
23,64.0,1,0.2,0.014444891524872121,0.004453372386417641,0.0026255791759458,0.014444891524872121,0.0016215067611739754,0.0024072031042357642,0.0011676813658605405
24,846.0,0,0.0,0.023858848291010447,0.010289011264914893,0.023858848291010447,0.00828982920155389,0.006886438221531659,0.006498087350964529,0.005911853259513938
25,1475.0,0,0.0,0.05898590017186882,0.029311826587091628,0.05898590017186882,0.023904038410251,0.023289032376491305,0.02077923607034937,0.019600925906497632
26,64.0,0,0.0,0.015834698805302656,0.004572647680002644,0.015834698805302656,0.0015275314617373779,0.0016791079423300371,0.002392723638463006,0.0014291765521801377
27,630.0,0,0.0,0.020586252601658115,0.007642866876239983,0.020586252601658115,0.005221799657045091,0.004741209029965506,0.003961918005723289,0.0037031550868079142
28,1176.0,0,0.0,0.055443576620975106,0.026006536471929104,0.055443576620975106,0.020107127446749192,0.019679001962620304,0.017792290733992664,0.017010685595308266
29,48.0,1,0.2,0.013137879541928098,0.003532180643516488,0.0011079383522732025,0.013137879541928098,0.0008886552928167267,0.001587620318721233,0.0009388097118431817
30,77.0,0,0.0,0.006205203742876168,0.0017405212284512088,0.006205203742876168,0.0008092692348819777,0.0005957400615031978,0.0005870402643052872,0.0005053528386894136
31,185.0,0,0.0,0.0311755235710497,0.009276747185330139,0.0311755235710497,0.0044491841504067,0.0035036897633517698,0.0031457280358347397,0.004109610406007789
32,5.0,4,0.8,0.001552507003782325,0.0003691295838600147,0.0,0.00018313567979441622,0.00011000523572333224,0.0,0.001552507003782325
